GeneInfo	CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
rna-XM_018019837.2	1	0	4	0	1	0	1	2	0	0	0	0
rna-XM_018019880.2	441	427	534	509	412	435	656	644	374	372	474	637
rna-XM_026811287.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811288.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811282.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811280.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811281.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019876.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811285.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811284.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811286.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811283.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019870.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019869.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019868.2	59	43	42	50	66	40	55	67	47	46	31	53
rna-XM_026811275.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811272.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811274.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019845.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019847.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811273.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019843.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019844.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019867.2	85	33	71	69	38	45	50	63	30	40	62	44
rna-XM_026811265.1	5	0	2	2	0	0	0	2	1	1	3	3
rna-XM_018019866.2	84	29	46	39	18	83	86	81	53	24	34	52
gene-LOC113463961	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811276.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019850.2	221	161	134	224	97	134	256	259	154	154	160	278
rna-XM_018019860.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019859.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811266.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019861.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019862.2	1	1	2	0	0	0	2	1	3	2	2	0
rna-XM_018019841.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019840.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811267.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019839.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019875.2	1659	1597	1664	2239	2119	2269	1317	2316	2191	1945	1816	1501
rna-XM_018019873.2	5	4	5	19	6	6	8	9	4	7	12	19
gene-LOC108622170	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019857.2	357	901	569	931	690	700	497	1003	673	661	779	664
rna-XM_018019878.2	47	58	77	86	59	43	43	63	46	52	60	62
rna-XM_018019879.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811277.1	428	629	362	756	650	266	222	328	449	245	551	208
rna-XM_018019881.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811291.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001916474.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388795.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001916475.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019882.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019888.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019889.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019906.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019907.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019909.2	0	0	0	1	0	1	1	0	0	0	0	0
rna-XM_018019910.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811306.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811307.1	7	6	13	9	12	5	5	1	13	1	4	3
rna-XM_026811293.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019899.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811292.1	0	1	0	0	0	0	0	0	0	0	0	0
rna-XM_018019883.2	0	1	0	0	0	0	0	0	1	0	0	0
rna-XM_018019897.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019898.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019904.2	3	3	1	5	0	7	4	9	2	5	4	3
rna-XM_018019903.2	3	6	3	8	8	0	3	5	5	6	0	2
rna-XM_026811300.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811301.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019894.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019893.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811302.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388807.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388806.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019911.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811303.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811299.1	0	0	0	0	1	0	0	0	0	0	0	0
rna-XM_026811304.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019892.2	0	0	0	1	0	0	0	1	0	0	0	0
rna-XM_018019891.2	1	0	0	1	0	0	0	1	0	0	0	0
rna-XR_003388804.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388805.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388796.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388799.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388797.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001916476.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388801.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388800.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811294.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019900.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388802.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388803.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811297.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811295.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811296.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811308.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-Trnah-gug	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019914.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019915.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020047.2	0	1	0	0	0	0	0	0	0	0	0	0
rna-XM_018020046.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020039.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020040.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811309.1	8	7	7	3	6	7	2	14	8	4	5	3
rna-XM_018020042.1	2	3	4	6	14	5	3	2	3	1	1	2
rna-XM_018020041.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020048.2	432	276	207	275	105	167	230	207	139	181	219	254
rna-XM_018020011.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020014.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020012.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020009.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020010.2	3	2	0	0	7	0	2	6	0	1	1	0
rna-XM_026811358.1	2	0	0	0	0	0	0	1	0	0	0	0
rna-XM_018020016.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020013.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020017.2	0	0	0	2	2	0	0	0	2	1	0	0
rna-Trnag-ucc	0	0	0	0	0	0	0	0	0	0	0	0
rna-Trnag-ccc	0	0	0	0	0	0	0	0	0	0	0	0
rna-Trnag-ucc-2	0	0	0	0	0	0	0	0	0	0	0	0
rna-Trnae-cuc-2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388813.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020002.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020004.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020001.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811357.1	0	1	0	0	1	0	0	0	0	0	0	0
rna-XM_026811355.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811354.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811356.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020019.2	1	6	1	0	0	6	2	1	2	1	2	1
rna-XM_026811313.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020063.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811312.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020065.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811314.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020064.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811320.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811319.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811322.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811318.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020073.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020069.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020072.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811321.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019935.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811361.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019934.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811360.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020025.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019940.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019991.2	151	133	170	159	117	131	175	218	148	143	145	203
rna-XM_018019986.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811359.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019984.2	170	74	88	81	68	120	166	162	83	89	108	147
rna-XM_018019989.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019987.2	5	2	5	1	0	1	2	4	1	2	5	0
rna-XM_018020057.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020058.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020055.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020056.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019926.2	9	5	4	6	5	5	4	9	7	10	4	12
rna-XM_018019936.2	638	429	473	527	386	472	806	687	341	443	477	904
rna-XM_018019930.2	3	4	1	1	6	8	1	6	2	3	5	8
rna-XM_018020051.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020053.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811352.1	0	0	0	0	0	0	0	0	0	1	0	0
rna-XM_018020054.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811353.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019999.2	90	88	69	100	58	71	82	79	58	74	85	98
rna-XM_018020000.2	0	0	1	0	0	0	0	0	0	0	0	0
rna-XM_026811345.1	0	0	0	0	0	4	1	0	0	0	0	0
rna-XM_026811350.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811351.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019994.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019995.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019998.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019993.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019997.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020049.2	1	1	11	3	0	3	0	2	6	1	0	0
rna-XM_018020050.2	0	0	0	0	0	0	0	0	0	0	0	1
rna-XM_026811347.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019937.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811348.1	57	17	25	39	13	43	61	54	25	38	30	88
rna-XM_018020024.2	11	6	13	15	7	12	28	17	7	6	13	31
rna-XM_018020021.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020020.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020022.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019969.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019967.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019971.2	0	0	0	3	0	0	0	0	0	0	0	0
rna-XM_026811365.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019970.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811364.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019966.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019965.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019920.2	0	1	0	0	0	0	0	1	1	1	0	0
rna-XM_026811367.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020068.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811366.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020067.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001916483.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020031.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811362.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020032.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811363.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020033.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019944.2	122	108	172	149	99	126	158	158	158	113	86	151
rna-XM_018019942.2	122	101	109	78	70	121	111	86	86	75	58	118
rna-XM_018019941.2	0	1	0	1	0	0	1	0	0	0	0	0
rna-XM_018019953.2	1908	2216	2016	1922	1742	2094	1723	2508	2035	1747	2259	2095
rna-XM_018019952.2	106	103	140	97	73	50	50	122	47	98	66	108
rna-XM_018019945.2	1	3	0	0	1	1	1	5	0	2	2	3
rna-XM_018019949.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019946.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019948.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019950.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019922.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019921.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019923.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811332.1	0	0	0	1	0	0	0	0	0	0	0	0
rna-XM_018019958.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811331.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811334.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811335.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811333.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811336.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811338.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811339.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811330.1	0	0	1	0	0	0	0	1	0	0	0	0
rna-XM_018019962.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811343.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811342.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019963.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811344.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019961.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019959.2	0	0	0	0	0	0	0	0	0	0	1	1
rna-XM_026811341.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811340.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388812.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388808.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019976.2	25	77	13	65	14	20	43	47	24	19	33	70
rna-XM_018019982.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019978.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019980.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019979.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019983.2	6	2	9	6	2	3	8	3	6	0	2	1
rna-XM_018019972.2	0	0	0	0	0	0	0	0	0	0	1	2
rna-XM_018019973.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019974.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019975.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019981.2	4	10	7	9	2	7	9	9	9	5	9	16
rna-XM_026811327.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811328.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811329.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811326.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019954.2	78	69	90	102	67	70	120	97	81	42	87	117
rna-XM_026811325.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019955.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019956.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388811.1	0	1	3	2	2	1	0	5	1	0	2	1
rna-XM_018020037.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020036.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811315.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020034.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019927.2	6	3	1	6	0	4	0	2	5	15	0	0
rna-XM_018019928.2	1	0	0	0	1	0	0	3	2	1	0	0
rna-XM_026811323.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020062.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020060.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020059.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388809.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020045.2	80	98	68	98	57	37	23	64	80	62	103	23
rna-XM_026811317.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811316.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018019919.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020027.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020028.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020029.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020030.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811311.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811310.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020074.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811377.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020079.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020076.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811372.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811371.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811374.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811373.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811375.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811376.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811369.1	0	0	1	0	0	1	0	0	6	0	2	0
rna-XM_018020086.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020085.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811380.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811378.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388819.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388816.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388817.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388815.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388818.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388823.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388822.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388820.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388821.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811381.1	0	0	0	0	1	0	0	0	0	0	0	0
rna-XM_018020078.2	1	0	0	0	0	0	0	0	0	0	1	0
rna-XM_018020095.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020096.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020092.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020091.2	17	12	13	16	8	13	29	35	5	10	7	36
rna-XM_018020089.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811382.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020090.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020084.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020080.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020082.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388824.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-Trnad-guc	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020098.1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113463988	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020099.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020100.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020102.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811385.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020103.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020101.2	4	4	8	8	2	4	6	3	4	3	7	1
rna-XM_018020104.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020106.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020105.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020109.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020113.2	68	104	107	108	146	70	61	83	86	59	81	61
rna-XM_018020114.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020112.2	0	0	0	0	0	0	1	1	0	0	0	0
rna-XM_018020110.2	84	120	100	176	28	94	112	105	100	90	66	159
rna-XM_026811387.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020128.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020129.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020124.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020126.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020122.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388825.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020121.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020120.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020119.2	375	353	342	450	285	328	416	448	320	351	266	528
rna-XM_026811392.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811391.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020117.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388826.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388827.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020115.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811389.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811388.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020132.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811393.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020131.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020133.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020134.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020135.2	14	13	6	3	2	12	8	8	9	2	6	10
rna-XR_003388828.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811395.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020137.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020138.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020140.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020142.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020141.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811397.1	1	0	0	0	0	0	0	0	0	3	0	0
rna-XM_026811398.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388830.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003388829.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811401.1	0	0	0	0	0	0	0	0	0	0	2	0
rna-XM_018020152.2	68	22	46	54	26	73	64	78	48	41	43	104
rna-XM_026811399.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020154.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020157.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020148.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020144.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020146.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811402.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020150.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811400.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811404.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020149.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_018020158.2	7	5	19	22	5	8	3	14	13	6	6	32
rna-XM_018020242.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026811451.1	0	0	0	0	0	0	0	0	0	0	0	0
