GeneID	GeneInfo	Gene_Desc	AM_N_056	AM_N_068	AM_N_072	AM_P_053	AM_P_057	AM_P_061	AM_SL_050	AM_SL_054	AM_SL_058	AM_SM_051	AM_SM_059	AM_SM_075	Class
LOC102655862	XR_001702365.2	uncharacterized LOC102655862	100	41	40	68	31	42	58	50	77	68	193	88	NA
LOC102655862	XR_001702364.2	uncharacterized LOC102655862	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655862	XR_001702366.2	uncharacterized LOC102655862	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655862	XR_001702367.2	uncharacterized LOC102655862	9	4	4	13	1	7	6	8	13	5	12	21	NA
LOC102655864	XR_003306308.1	uncharacterized LOC102655864	40	7	15	10	9	18	18	16	10	26	7	22	NA
LOC102655865	XR_409687.3	uncharacterized LOC102655865	940	275	441	584	213	396	272	532	378	474	251	1048	NA
LOC102655866	XR_001704558.2	uncharacterized LOC102655866	29	10	5	21	4	22	17	14	37	37	30	45	NA
LOC102655867	XR_003304248.1	uncharacterized LOC102655867	16	2	6	19	3	6	3	7	5	15	14	16	NA
LOC102655868	XR_003305033.1	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655868	XR_003305037.1	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655868	XR_003305031.1	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655868	XR_003305032.1	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655868	XR_003305034.1	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655868	XR_003305029.1	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655868	XR_003305038.1	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655868	XR_003305036.1	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655868	XR_003305030.1	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655868	XR_003305035.1	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655870	XR_411892.3	uncharacterized LOC102655870	15	6	2	10	4	15	8	11	5	9	13	9	NA
LOC102655877	XM_006559522.3	beta-1,3-galactosyltransferase 6	300	128	165	206	71	193	106	150	175	181	143	270	NonCanon
LOC102655878	XR_001702690.2	uncharacterized LOC102655878	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655878	XR_001702689.2	uncharacterized LOC102655878	8	5	3	7	6	4	6	6	3	6	8	4	NA
LOC102655879	XM_016916487.2	kinesin-like protein KIF9	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655881	XR_003304888.1	uncharacterized LOC102655881	2	5	3	2	2	3	6	4	0	7	1	0	NA
LOC102655882	XM_026446330.1	ES1 protein homolog, mitochondrial	0	1	4	1	0	0	0	0	0	0	1	1	NA
LOC102655889	XM_026441384.1	uncharacterized protein PF11_0213	11	4	2	15	8	6	5	8	14	10	11	13	NA
LOC102655890	XM_006561655.3	uncharacterized LOC102655890	4	1	1	3	0	1	1	3	4	1	2	1	NA
LOC102655893	XR_409688.3	uncharacterized LOC102655893	62	35	38	46	19	36	24	54	39	44	41	78	NA
LOC102655896	XM_006570813.3	nucleoplasmin-like protein	4745	1597	1670	3563	1492	5235	2263	3907	3711	3627	3448	7023	NonCanon
LOC102655896	XM_006570814.3	nucleoplasmin-like protein	33	11	17	37	7	23	16	22	30	15	14	40	NonCanon
LOC102655897	XM_016917412.2	uncharacterized LOC102655897	7	2	1	3	7	7	12	9	4	10	2	9	NA
LOC102655898	XM_006560606.3	GPI mannosyltransferase 3	0	0	0	0	0	0	0	0	0	0	0	0	NonCanon
LOC102655898	XM_026440413.1	GPI mannosyltransferase 3	0	0	0	0	0	0	0	0	0	0	0	0	NonCanon
LOC102655898	XM_026440415.1	GPI mannosyltransferase 3	0	0	0	0	0	0	0	0	0	0	0	0	NonCanon
LOC102655898	XM_016911655.2	GPI mannosyltransferase 3	0	0	0	0	0	0	0	0	0	0	0	0	NonCanon
LOC102655899	XM_006560994.2	uncharacterized LOC102655899	100	31	54	53	18	41	44	64	37	42	32	171	NA
LOC102655900	XR_409188.3	uncharacterized LOC102655900	3	3	1	3	0	1	0	1	3	2	5	1	NA
LOC102655904	XM_006564172.3	DNA-directed RNA polymerases I, II, and III subunit RPABC3	21	11	2	19	5	11	10	8	22	18	7	14	NonCanon
LOC102655904	XM_006564173.3	DNA-directed RNA polymerases I, II, and III subunit RPABC3	19	2	7	21	3	31	6	4	11	5	5	24	NonCanon
LOC102655904	XM_006564171.3	DNA-directed RNA polymerases I, II, and III subunit RPABC3	90	23	30	33	28	16	19	68	13	22	17	47	NonCanon
LOC102655904	XM_006564170.2	DNA-directed RNA polymerases I, II, and III subunit RPABC3	3	3	0	1	3	1	1	1	0	0	5	2	NonCanon
LOC102655905	XM_026440081.1	uncharacterized LOC102655905	32	6	21	16	14	13	17	19	25	11	6	21	NA
LOC102655915	XR_001705911.2	uncharacterized LOC102655915	64	48	18	12	12	40	23	73	29	28	16	22	NA
LOC102655921	XR_003306066.1	uncharacterized LOC102655921	19	7	19	22	11	16	13	10	8	17	19	18	NA
LOC102655922	XM_026444461.1	uncharacterized LOC102655922	0	0	0	1	1	0	0	2	2	0	0	1	NA
LOC102655924	XM_006566171.3	uncharacterized LOC102655924	0	0	0	0	0	1	0	0	1	0	3	1	NA
LOC102655924	XR_001704555.2	uncharacterized LOC102655924	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655928	XM_006561394.2	uncharacterized LOC102655928	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655928	XM_006561396.3	uncharacterized LOC102655928	1	1	4	3	0	2	2	2	2	10	1	2	NA
LOC102655928	XR_003306296.1	uncharacterized LOC102655928	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655928	XR_003306297.1	uncharacterized LOC102655928	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655928	XR_001705822.2	uncharacterized LOC102655928	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655928	XR_003306295.1	uncharacterized LOC102655928	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655928	XR_003306291.1	uncharacterized LOC102655928	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655928	XR_003306293.1	uncharacterized LOC102655928	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655928	XR_003306292.1	uncharacterized LOC102655928	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655933	XR_411741.3	uncharacterized LOC102655933	5	3	1	5	4	6	4	14	10	14	19	10	NA
LOC102655938	XR_003306279.1	uncharacterized LOC102655938	7	6	7	7	6	4	8	11	14	3	6	3	NA
LOC102655942	XM_006560608.3	transmembrane protein 138	0	0	0	0	0	0	0	0	0	0	0	0	NonCanon
LOC102655942	XM_006560609.3	transmembrane protein 138	0	0	0	0	0	0	0	0	0	0	0	0	NonCanon
LOC102655942	XM_006560607.3	transmembrane protein 138	0	0	0	0	0	0	0	0	0	0	0	0	NonCanon
LOC102655943	XR_408820.2	uncharacterized LOC102655943	7	1	3	3	0	0	0	2	3	0	0	0	NA
LOC102655945	XM_006561596.3	myb/SANT-like DNA-binding domain-containing protein 3	10	1	1	5	1	0	3	1	3	1	0	0	NA
LOC102655946	XR_409602.3	uncharacterized LOC102655946	9	3	8	9	4	5	2	2	0	14	2	4	NA
LOC102655948	XM_026444015.1	phosphatidylinositol N-acetylglucosaminyltransferase subunit C	45	19	19	30	17	35	14	10	25	27	23	23	NonCanon
LOC102655950	XM_016911129.2	peroxisome biogenesis factor 2	2201	735	933	2039	704	1837	823	1889	1328	1911	1000	2862	NA
LOC102655953	XM_026441394.1	putative uncharacterized protein DDB_G0286901	90	24	50	41	25	180	44	43	68	56	88	48	NA
LOC102655966	XR_408757.3	uncharacterized LOC102655966	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655966	XR_003304581.1	uncharacterized LOC102655966	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655968	XR_001703960.2	uncharacterized LOC102655968	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655968	XR_409767.3	uncharacterized LOC102655968	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655970	XM_006567314.3	cytochrome b-c1 complex subunit 7-like	0	0	1	0	0	0	0	0	0	1	0	0	NA
LOC102655971	XM_006568151.3	5'-nucleotidase domain-containing protein 1	406	288	215	466	183	447	350	302	322	437	375	622	NA
LOC102655976	XR_003305067.1	uncharacterized LOC102655976	8	2	2	9	0	6	3	3	6	14	3	10	NA
LOC102655979	XM_006565723.2	pupal cuticle protein PCP52	34	11	16	28	11	13	10	18	19	45	15	71	NA
LOC102655980	XM_016914803.2	putative leucine-rich repeat-containing protein DDB_G0290503	1	0	0	1	1	0	1	0	0	2	0	1	NA
LOC102655980	XM_016914804.2	putative leucine-rich repeat-containing protein DDB_G0290503	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655981	XR_412056.3	uncharacterized LOC102655981	7	1	0	5	1	10	4	7	8	7	14	9	NA
LOC102655983	XM_026443969.1	sodium-independent sulfate anion transporter	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102655983	XM_026443968.1	sodium-independent sulfate anion transporter	3	2	4	5	0	5	1	4	2	1	2	6	NA
LOC102655994	XM_026445107.1	hybrid signal transduction histidine kinase M	326	160	191	283	159	290	211	222	218	294	284	393	NA
LOC102655995	XR_001703958.2	uncharacterized LOC102655995	8	2	2	5	1	2	3	2	0	8	2	5	NA
LOC102655997	XR_001703464.2	uncharacterized LOC102655997	0	0	4	1	3	1	2	9	10	5	1	11	NA
LOC102656006	XM_006561774.3	biogenesis of lysosome-related organelles complex 1 subunit 5	433	247	206	377	209	523	286	409	333	514	444	663	NA
LOC102656007	XR_003305028.1	uncharacterized LOC102656007	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656008	XM_006566105.3	nuclear receptor subfamily 2 group E member 1	221	43	55	81	29	75	25	105	77	49	64	122	NA
LOC102656010	XR_411320.3	uncharacterized LOC102656010	0	2	0	1	1	1	5	0	1	0	1	1	NA
LOC102656011	XR_003305712.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656011	XR_003305713.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656011	XR_003305705.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656011	XR_003305711.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656011	XR_003305714.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656011	XR_003305715.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656011	XR_003305707.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656011	XR_003305708.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656011	XR_003305710.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656011	XR_003305706.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656011	XR_003305709.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656011	XR_003305717.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656011	XR_003305716.1	uncharacterized LOC102656011	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656013	XR_003305000.1	uncharacterized LOC102656013	8	2	5	2	5	7	5	9	9	5	7	12	NA
LOC102656014	XR_409055.3	uncharacterized LOC102656014	195	106	103	90	44	248	117	179	100	160	89	219	NA
LOC102656015	XR_001705839.2	uncharacterized LOC102656015	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656015	XR_001705838.2	uncharacterized LOC102656015	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656015	XR_409114.3	uncharacterized LOC102656015	0	1	0	0	0	0	0	0	0	0	2	0	NA
LOC102656016	XR_409352.3	uncharacterized LOC102656016	2	2	5	17	5	3	7	1	1	6	2	3	NA
LOC102656017	XR_001706346.2	uncharacterized LOC102656017	0	0	0	0	1	0	0	0	0	0	0	0	NA
LOC102656017	XR_003306503.1	uncharacterized LOC102656017	0	0	0	1	0	1	0	0	0	0	0	2	NA
LOC102656019	XR_001703463.2	uncharacterized LOC102656019	74	18	35	18	17	16	21	30	11	30	38	44	NA
LOC102656021	XM_006567749.2	DDB1- and CUL4-associated factor 5	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656021	XM_006567750.3	DDB1- and CUL4-associated factor 5	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656021	XM_016912383.2	DDB1- and CUL4-associated factor 5	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656022	XR_001704517.2	uncharacterized LOC102656022	0	0	0	0	0	0	2	0	0	0	0	0	NA
LOC102656022	XR_003305487.1	uncharacterized LOC102656022	0	0	0	1	1	1	0	0	1	2	0	0	NA
LOC102656027	XM_026440825.1	uncharacterized LOC102656027	9	14	7	10	6	4	7	9	3	5	12	10	NA
LOC102656029	XM_016916887.2	homeobox protein Hmx	2	4	2	2	2	7	2	5	3	4	0	11	NA
LOC102656037	XM_026446318.1	integumentary mucin C.1	19	6	9	8	9	6	8	14	3	9	15	12	NA
LOC102656039	XR_407797.3	uncharacterized LOC102656039	0	0	0	3	1	3	1	2	3	1	1	3	NA
LOC102656040	XR_003304366.1	uncharacterized LOC102656040	21	6	13	12	7	20	7	21	10	18	7	53	NA
LOC102656043	XR_409353.3	uncharacterized LOC102656043	4	0	1	15	0	4	0	0	2	8	1	1	NA
LOC102656044	XR_409641.3	uncharacterized LOC102656044	19	7	10	18	5	9	7	19	9	15	17	24	NA
LOC102656050	XR_003304429.1	uncharacterized LOC102656050	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656050	XR_003304432.1	uncharacterized LOC102656050	0	1	0	0	0	0	0	0	0	0	0	0	NA
LOC102656050	XR_003304430.1	uncharacterized LOC102656050	5	1	3	5	1	3	1	2	2	4	4	8	NA
LOC102656050	XR_003304431.1	uncharacterized LOC102656050	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656050	XR_003304433.1	uncharacterized LOC102656050	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656055	XM_026445962.1	uncharacterized LOC102656055	291	98	156	259	112	209	104	148	115	220	133	353	NA
LOC102656061	XM_006558314.3	uncharacterized LOC102656061	7	0	0	4	1	1	0	2	0	2	3	4	NA
LOC102656066	XR_001704803.2	uncharacterized LOC102656066	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656066	XR_001704801.2	uncharacterized LOC102656066	0	0	3	0	0	1	0	2	1	2	0	0	NA
LOC102656068	XR_003304400.1	uncharacterized LOC102656068	1	4	1	1	1	5	2	0	0	0	2	0	NA
LOC102656070	XM_006557673.3	uncharacterized LOC102656070	1851	568	811	950	625	1044	725	1106	872	1045	1091	1862	NA
LOC102656071	XR_003305547.1	uncharacterized LOC102656071	7	8	7	12	2	14	4	4	2	19	5	34	NA
LOC102656071	XR_003305546.1	uncharacterized LOC102656071	5	1	2	10	1	6	0	3	2	1	3	11	NA
LOC102656072	XR_001705370.2	uncharacterized LOC102656072	0	0	0	0	0	0	0	0	0	0	0	2	NA
LOC102656074	XM_006561705.3	reticulon-1-A	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656074	XM_006561706.3	reticulon-1-A	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656074	XM_006561707.3	reticulon-1-A	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656074	XM_006561709.3	reticulon-1-A	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656074	XM_006561710.3	reticulon-1-A	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656074	XM_016913994.2	reticulon-1-A	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656074	XM_026443073.1	reticulon-1-A	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656080	XR_001704737.2	uncharacterized LOC102656080	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656080	XR_003305647.1	uncharacterized LOC102656080	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656080	XR_003305648.1	uncharacterized LOC102656080	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656082	XM_026441412.1	kinesin-like protein KIF20B	0	1	0	0	0	0	0	0	0	0	0	0	NA
LOC102656083	XR_003306530.1	uncharacterized LOC102656083	2	1	1	5	0	1	1	0	0	0	0	1	NA
LOC102656085	XM_026445986.1	uncharacterized LOC102656085	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656085	XR_003306435.1	uncharacterized LOC102656085	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656085	XR_003306433.1	uncharacterized LOC102656085	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656085	XR_003306434.1	uncharacterized LOC102656085	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656085	XR_003306432.1	uncharacterized LOC102656085	11	3	4	7	3	8	3	5	9	5	3	19	NA
LOC102656087	XR_407599.3	uncharacterized LOC102656087	23	13	16	10	16	38	19	24	8	28	35	42	NA
LOC102656088	XM_006558127.3	uncharacterized LOC102656088	2161	824	841	1791	573	1884	1031	1328	1130	1973	759	2165	NA
LOC102656089	XR_003304586.1	uncharacterized LOC102656089	26	15	10	5	6	26	12	22	12	17	22	22	NA
LOC102656092	XR_410394.3	uncharacterized LOC102656092	0	0	0	2	0	0	0	5	1	0	0	0	NA
LOC102656093	XM_006568805.2	probable ATP-dependent RNA helicase DDX55 homolog	179	78	89	150	70	188	115	151	112	139	150	231	NA
LOC102656101	XM_026442679.1	uncharacterized LOC102656101	13	73	31	33	261	143	143	27	16	42	480	20	NA
LOC102656106	XR_001704610.2	uncharacterized LOC102656106	73	28	9	43	10	48	20	69	16	38	11	61	NA
LOC102656107	XM_006566108.3	immunoglobulin-binding protein 1	982	537	535	876	465	717	535	696	629	864	676	1069	Canon
LOC102656111	XR_001705334.2	uncharacterized LOC102656111	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656111	XR_003305952.1	uncharacterized LOC102656111	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656112	XR_003306272.1	uncharacterized LOC102656112	3	0	0	2	3	2	2	0	3	0	0	2	NA
LOC102656112	XR_003306273.1	uncharacterized LOC102656112	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656112	XR_003306274.1	uncharacterized LOC102656112	2	2	2	2	1	2	0	0	3	0	0	6	NA
LOC102656112	XR_003306275.1	uncharacterized LOC102656112	4	1	0	3	4	1	2	0	0	2	4	6	NA
LOC102656112	XR_001706016.2	uncharacterized LOC102656112	121	57	69	118	41	95	63	66	95	93	57	181	NA
LOC102656114	XR_003305280.1	uncharacterized LOC102656114	1	0	3	2	2	1	0	6	1	3	2	0	NA
LOC102656116	XM_006562859.1	allatotropin-like	7	1	3	13	3	2	5	2	12	8	12	12	NA
LOC102656120	XR_001703171.2	uncharacterized LOC102656120	9	3	5	19	2	13	8	7	5	11	12	29	NA
LOC102656121	XR_411902.3	uncharacterized LOC102656121	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656121	XR_411901.3	uncharacterized LOC102656121	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656130	XR_411275.3	uncharacterized LOC102656130	17800	5377	3991	13113	4509	11680	5239	12230	8026	11961	8388	18633	NA
LOC102656131	XM_006569329.3	biogenesis of lysosome-related organelles complex 1 subunit 2	304	222	187	213	157	297	214	253	223	299	309	329	NA
LOC102656132	XM_016917476.2	structure-specific endonuclease subunit slx1	56	52	36	55	23	74	31	42	36	61	58	76	NA
LOC102656134	XM_006557901.3	transcriptional adapter 2B	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656134	XR_001703081.2	transcriptional adapter 2B	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656136	XM_006558981.3	prefoldin subunit 4	927	335	441	554	343	639	357	486	478	713	554	1132	NA
LOC102656137	XM_006559155.3	coiled-coil domain-containing protein 174	715	439	428	586	338	698	514	572	507	680	621	856	NA
LOC102656138	XR_408250.3	uncharacterized LOC102656138	0	0	0	0	0	0	0	1	0	0	0	1	NA
LOC102656138	XR_003305541.1	uncharacterized LOC102656138	2	1	0	2	0	3	0	7	0	2	1	9	NA
LOC102656140	XR_001703083.2	uncharacterized LOC102656140	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656140	XR_408582.3	uncharacterized LOC102656140	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656142	XM_006560552.3	protein zwilch homolog	38	22	23	41	18	22	28	20	21	32	26	52	NA
LOC102656143	XM_006561051.3	keratin-associated protein 10-7-like	0	4	0	5	2	5	1	4	5	1	2	6	NA
LOC102656145	XR_001704540.2	uncharacterized LOC102656145	23	25	9	21	14	35	23	27	13	50	14	22	NA
LOC102656147	XR_410019.3	uncharacterized LOC102656147	57	147	80	436	31	376	37	157	33	38	211	336	NA
LOC102656149	XR_412358.3	uncharacterized LOC102656149	0	1	0	1	2	0	0	2	0	0	0	1	NA
LOC102656150	XR_003305470.1	uncharacterized LOC102656150	2	0	2	2	0	1	0	1	3	0	0	4	NA
LOC102656151	XR_003305164.1	uncharacterized LOC102656151	13	5	8	9	1	13	6	7	12	7	6	12	NA
LOC102656154	XM_006559529.3	uncharacterized LOC102656154	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656154	XM_016913812.2	uncharacterized LOC102656154	0	0	0	0	0	0	0	0	0	0	0	1	NA
LOC102656160	XM_006562241.3	uncharacterized LOC102656160	0	0	0	0	0	0	0	0	1	0	0	0	NA
LOC102656166	XM_026443979.1	uncharacterized protein MAL13P1.304	667	403	362	522	374	533	458	517	438	578	567	781	NA
LOC102656170	XM_006558315.3	protein atonal	4	4	1	2	0	1	1	3	2	0	0	1	NA
LOC102656171	XR_409056.3	uncharacterized LOC102656171	8	1	9	2	1	9	4	5	3	3	2	2	NA
LOC102656174	XR_409515.3	uncharacterized LOC102656174	25	17	10	16	6	22	11	8	13	17	18	26	NA
LOC102656182	XR_003305509.1	uncharacterized LOC102656182	14	10	1	10	1	4	3	2	8	7	7	8	NA
LOC102656183	XM_006558482.3	histidine triad nucleotide-binding protein 1	547	175	284	400	200	544	220	509	347	635	334	882	NonCanon
LOC102656186	XM_016916712.2	trypsin-5	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656186	XM_016916711.2	trypsin-5	0	0	0	0	0	0	0	0	1	0	0	0	NA
LOC102656187	XR_410021.3	uncharacterized LOC102656187	78	13	15	51	7	32	13	30	18	25	20	101	NA
LOC102656189	XR_410471.3	uncharacterized LOC102656189	232	73	76	135	60	87	49	146	89	167	68	160	NA
LOC102656190	XM_016911300.2	uncharacterized LOC102656190	1521	315	526	532	254	258	195	384	329	436	382	1062	NA
LOC102656191	XR_001706450.2	uncharacterized LOC102656191	0	0	0	0	2	2	1	0	0	0	0	1	NA
LOC102656196	XR_001706096.2	uncharacterized LOC102656196	0	0	0	0	1	0	0	0	0	0	0	0	NA
LOC102656196	XR_408320.3	uncharacterized LOC102656196	1	3	1	3	0	2	2	1	4	0	0	3	NA
LOC102656197	XM_026445421.1	swi5-dependent recombination DNA repair protein 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656197	XM_026445423.1	swi5-dependent recombination DNA repair protein 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656197	XM_026445422.1	swi5-dependent recombination DNA repair protein 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656198	XM_016913963.2	serine/arginine repetitive matrix protein 1-like	11	10	4	19	3	19	13	15	12	16	16	24	NA
LOC102656199	XM_016912470.2	uncharacterized LOC102656199	80	33	33	53	19	37	29	50	23	46	17	44	NA
LOC102656201	XR_409587.3	uncharacterized LOC102656201	89	0	15	23	20	2	1	8	27	8	8	77	NonCanon
LOC102656209	XR_003304841.1	uncharacterized LOC102656209	13	10	7	15	3	4	11	9	4	6	5	9	NA
LOC102656212	XR_003305967.1	uncharacterized LOC102656212	149	80	94	119	121	95	129	148	176	45	428	234	NA
LOC102656214	XR_001703514.2	uncharacterized LOC102656214	53	48	33	34	32	74	50	38	27	83	35	61	NA
LOC102656215	XM_006564553.2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	289	116	125	169	95	204	104	134	144	176	149	286	NA
LOC102656216	XM_026438974.1	uncharacterized LOC102656216	0	0	0	3	0	0	0	0	2	0	0	4	NA
LOC102656218	XR_411242.3	uncharacterized LOC102656218	2	10	1	6	2	15	7	5	5	6	3	19	NA
LOC102656221	XM_026440491.1	uncharacterized LOC102656221	13	4	2	4	2	3	3	13	14	1	2	14	NA
LOC102656224	XM_016917991.2	uncharacterized LOC102656224	2351	757	712	1155	643	1007	659	1326	1263	1456	880	2563	NA
LOC102656228	XR_407694.3	uncharacterized LOC102656228	67	6	55	8	8	13	7	17	13	29	5	65	NA
LOC102656229	XR_001706093.2	uncharacterized LOC102656229	129	64	84	112	59	79	55	104	62	125	112	183	NA
LOC102656230	XR_003304714.1	uncharacterized LOC102656230	17	17	8	13	2	16	12	19	3	28	14	16	NA
LOC102656231	XM_006561001.3	uncharacterized LOC102656231	5	0	2	4	5	3	2	6	4	1	3	3	NA
LOC102656232	XR_411276.3	uncharacterized LOC102656232	3	4	5	8	3	3	4	2	4	2	3	5	NA
LOC102656234	XR_001702450.2	uncharacterized LOC102656234	9	5	2	8	6	1	2	2	2	4	5	7	NA
LOC102656244	XM_006560081.3	uncharacterized LOC102656244	8	2	6	16	2	3	8	12	3	4	2	13	NA
LOC102656245	XM_026440873.1	centromere protein F	0	0	0	0	1	0	0	0	0	0	0	0	NA
LOC102656247	XM_006564235.3	dynein-1-beta heavy chain, flagellar inner arm I1 complex	190	122	100	160	86	298	136	158	133	577	191	228	NA
LOC102656248	XM_006564616.3	uncharacterized LOC102656248	0	5	5	1	0	1	0	0	2	0	2	1	NA
LOC102656248	XM_016913459.2	uncharacterized LOC102656248	2	0	0	0	0	0	0	0	0	0	0	1	NA
LOC102656249	XM_006567863.2	protein HEXIM1	305	143	158	189	168	229	170	242	216	251	241	273	NA
LOC102656251	XR_411691.3	uncharacterized LOC102656251	0	1	2	0	0	4	1	0	3	2	1	3	NA
LOC102656252	XR_003305795.1	uncharacterized LOC102656252	0	0	0	0	0	0	0	0	0	0	1	0	NA
LOC102656252	XR_003305794.1	uncharacterized LOC102656252	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656258	XM_006559404.3	nuclear RNA export factor 2-like	156	63	72	105	45	106	71	83	89	106	100	181	NA
LOC102656259	XR_003306224.1	uncharacterized LOC102656259	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656259	XR_003306223.1	uncharacterized LOC102656259	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656261	XR_003304584.1	uncharacterized LOC102656261	0	0	0	0	0	0	0	0	0	0	0	0	NA
LOC102656261	XR_003304585.1	uncharacterized LOC102656261	4	3	4	1	0	3	0	2	1	1	2	2	NA
LOC102656263	XM_006563724.1	protein farnesyltransferase subunit beta	395	227	199	298	174	383	228	296	246	312	333	445	NonCanon
