GeneInfo	GeneID	Gene_Desc	AM_N_056	AM_N_068	AM_N_072	AM_P_053	AM_P_057	AM_P_061	AM_SL_050	AM_SL_054	AM_SL_058	AM_SM_051	AM_SM_059	AM_SM_075
TRNAK-UUU-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAK-UUU-3	NA	NA	0	0	0	0	0	0	0	0	2	0	0	0
TRNAK-UUU-4	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAK-UUU-5	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAK-UUU-6	NA	NA	2	0	0	0	0	0	0	0	0	0	0	0
TRNAL-AAG	NA	NA	4	1	4	3	0	5	3	3	3	0	6	0
TRNAL-AAG-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAL-AAG-3	NA	NA	0	0	0	0	2	0	0	1	0	3	0	1
TRNAL-CAA	NA	NA	0	0	1	0	0	0	0	0	0	1	0	0
TRNAL-CAA-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAL-CAG	NA	NA	0	0	0	0	0	0	1	0	0	0	0	0
TRNAL-CAG-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAL-CAG-3	NA	NA	0	1	0	0	0	2	0	2	0	0	0	2
TRNAL-UAA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAL-UAA-2	NA	NA	0	0	0	0	0	1	0	0	0	1	1	0
TRNAL-UAA-3	NA	NA	1	0	1	0	0	1	0	0	2	0	1	0
TRNAL-UAA-4	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAL-UAG	NA	NA	0	0	0	0	0	1	1	1	3	0	0	3
TRNAM-CAU	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2
TRNAM-CAU-10	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAM-CAU-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAM-CAU-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAM-CAU-4	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAM-CAU-5	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAM-CAU-6	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAM-CAU-7	NA	NA	2	0	0	0	0	0	0	1	1	0	2	3
TRNAM-CAU-8	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAM-CAU-9	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAN-GUU	NA	NA	0	0	2	1	0	0	0	0	0	0	3	0
TRNAN-GUU-2	NA	NA	0	0	1	0	0	0	1	0	0	0	0	0
TRNAN-GUU-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAN-GUU-4	NA	NA	0	0	0	0	0	0	1	0	2	0	0	0
TRNAN-GUU-5	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAN-GUU-6	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0
TRNAN-GUU-7	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAP-AGG	NA	NA	1	0	1	0	0	1	0	6	0	0	0	0
TRNAP-AGG-2	NA	NA	0	0	0	0	0	0	1	0	0	0	0	1
TRNAP-AGG-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAP-AGG-4	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAP-CGG	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAP-CGG-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAP-CGG-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAP-UGG	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAP-UGG-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAP-UGG-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAP-UGG-4	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAQ-CUG	NA	NA	35	10	11	25	27	22	18	45	9	20	27	38
TRNAQ-CUG-2	NA	NA	0	0	0	0	1	0	1	0	0	1	0	0
TRNAQ-CUG-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAQ-CUG-4	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAQ-CUG-5	NA	NA	2	0	0	0	0	0	0	0	2	2	0	0
TRNAQ-CUG-6	NA	NA	2	0	0	0	0	0	0	0	0	0	0	0
TRNAQ-UUG	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAQ-UUG-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAQ-UUG-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAQ-UUG-4	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAQ-UUG-5	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0
TRNAQ-UUG-6	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAQ-UUG-7	NA	NA	3	0	0	0	1	0	0	0	0	0	0	0
TRNAR-ACG	NA	NA	0	0	0	0	0	0	0	0	0	0	0	1
TRNAR-ACG-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAR-ACG-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAR-ACG-4	NA	NA	0	2	0	0	0	0	0	2	0	0	0	2
TRNAR-ACG-5	NA	NA	0	1	0	1	1	1	0	0	2	2	2	1
TRNAR-CCU	NA	NA	0	0	0	0	0	0	1	0	0	0	0	0
TRNAR-CCU-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAR-CCU-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAR-CCU-4	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAR-UCG	NA	NA	0	2	0	1	1	0	0	2	1	1	0	0
TRNAR-UCG-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAR-UCG-3	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0
TRNAR-UCU	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAR-UCU-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAR-UCU-3	NA	NA	1	0	0	0	0	0	0	0	1	0	0	1
TRNAS-AGA	NA	NA	14	11	4	13	2	12	9	6	6	8	3	28
TRNAS-AGA-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAS-AGA-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAS-AGA-4	NA	NA	0	0	0	0	0	0	0	0	0	3	0	0
TRNAS-AGA-5	NA	NA	0	0	0	1	0	0	0	0	0	1	1	0
TRNAS-CGA	NA	NA	0	0	0	0	0	1	0	0	0	0	0	0
TRNAS-CGA-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAS-CGA-3	NA	NA	37	10	17	11	4	8	5	56	18	13	11	13
TRNAS-GCU	NA	NA	1	0	0	0	0	2	0	0	0	0	0	1
TRNAS-GCU-2	NA	NA	2	0	0	0	2	0	2	1	6	0	1	0
TRNAS-GCU-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAS-GCU-4	NA	NA	73	29	21	39	18	52	23	54	23	40	30	45
TRNAS-UGA	NA	NA	2	0	2	3	0	3	5	8	6	2	4	2
TRNAS-UGA-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAT-AGU	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAT-AGU-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAT-AGU-3	NA	NA	0	2	0	0	0	0	0	0	0	0	0	1
TRNAT-AGU-4	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAT-AGU-5	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAT-CGU	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAT-CGU-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAT-UGU	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAT-UGU-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAT-UGU-3	NA	NA	0	0	0	0	0	0	0	0	1	2	0	0
TRNAV-AAC	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAV-AAC-2	NA	NA	0	0	0	0	1	0	0	1	0	1	0	0
TRNAV-AAC-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAV-AAC-4	NA	NA	1	0	0	2	0	0	1	0	1	2	1	0
TRNAV-AAC-5	NA	NA	0	0	0	0	0	0	0	0	2	0	0	3
TRNAV-CAC	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAV-CAC-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAV-CAC-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAV-UAC	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAV-UAC-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAV-UAC-3	NA	NA	113	14	18	54	5	15	6	41	23	26	12	82
TRNAV-UAC-4	NA	NA	1	0	0	1	0	0	0	0	0	0	2	2
TRNAW-CCA	NA	NA	0	0	1	0	0	0	0	2	0	0	1	0
TRNAW-CCA-2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAW-CCA-3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAW-CCA-4	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAY-GUA	NA	NA	0	1	0	0	0	0	0	0	0	3	0	0
TRNAY-GUA-2	NA	NA	0	0	0	0	0	0	0	3	1	0	0	0
TRNAY-GUA-3	NA	NA	0	1	0	0	0	0	1	0	5	0	0	0
TRNAY-GUA-4	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
TRNAY-GUA-5	NA	NA	0	0	0	2	0	0	0	1	0	0	0	0
XM_001119823.5	LOC724626	uncharacterized LOC724626	42	16	26	34	15	28	20	31	20	45	15	16
XM_001119824.5	LOC724756	uncharacterized LOC724756	6164	1874	2074	6756	1384	9570	4379	9672	6788	13842	8848	15361
XM_001119826.5	LOC724142	60S ribosomal protein L24	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119829.5	LOC724113	uncharacterized LOC724113	22	7	11	12	3	21	10	16	4	45	10	22
XM_001119831.5	LOC724187	toll-like receptor 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119836.5	LOC724450	uncharacterized LOC724450	0	0	0	1	0	0	0	0	1	0	0	1
XM_001119847.5	LOC724115	phospholipase DDHD1	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119855.5	LOC724123	translation initiation factor eIF-2B subunit delta	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119858.5	LOC724126	uncharacterized LOC724126	720	1411	458	1007	877	2681	1386	1311	898	1886	2371	866
XM_001119871.5	LOC724138	igLON family member 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119879.5	LOC724580	uncharacterized LOC724580	811	448	304	813	215	581	336	494	296	656	451	954
XM_001119882.5	LOC725033	uncharacterized LOC725033	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119883.4	LOC724487	28 kDa heat- and acid-stable phosphoprotein	1624	646	695	1136	440	1097	629	923	854	1115	817	1910
XM_001119884.5	LOC724274	protein lethal(2)essential for life	645	178	218	247	143	290	155	286	157	284	188	457
XM_001119885.4	LOC724188	protein transport protein Sec61 subunit beta	3565	1107	1252	2191	884	2354	1139	2980	1774	2503	2397	3424
XM_001119891.5	LOC724794	multifunctional methyltransferase subunit TRM112-like protein	481	200	218	313	153	280	181	346	293	303	274	432
XM_001119897.5	LOC724326	peptidyl-prolyl cis-trans isomerase	142	75	58	65	53	59	62	75	70	86	59	104
XM_001119898.5	LOC724408	ras-related GTP-binding protein A	579	330	292	506	285	459	358	474	343	581	420	580
XM_001119899.5	LOC724678	histone H2A	184	133	106	181	82	173	117	126	94	218	113	244
XM_001119900.5	LOC724144	enhancer of rudimentary homolog	1129	512	525	738	364	733	410	814	520	816	644	1191
XM_001119904.4	LOC724148	homeobox protein MSX-2	71	80	47	200	44	104	98	56	71	106	41	144
XM_001119906.5	LOC724150	B-cell lymphoma/leukemia 11B	37	19	17	3	24	12	6	37	12	4	22	6
XM_001119907.4	LOC724151	programmed cell death protein 2	459	230	213	314	186	334	243	351	282	394	303	455
XM_001119908.5	LOC724152	uncharacterized LOC724152	54	68	50	57	42	63	72	43	60	43	75	80
XM_001119910.5	LOC724154	protein nessun dorma	57	47	34	74	34	76	47	39	48	60	87	115
XM_001119912.5	LOC724156	transcription factor Sp8-like	37	10	13	20	9	8	14	12	13	5	9	18
XM_001119914.5	LOC724158	mitotic spindle assembly checkpoint protein MAD2B	31	9	22	26	13	22	22	23	11	27	26	32
XM_001119915.5	LOC724160	uncharacterized LOC724160	2	0	0	0	1	2	0	3	2	0	0	0
XM_001119916.4	LOC724161	guanine nucleotide-binding protein-like 3 homolog	1232	723	720	1173	677	1125	848	1021	889	1129	1049	1373
XM_001119919.3	LOC724164	39S ribosomal protein L30, mitochondrial	589	248	277	382	168	454	301	322	392	396	313	591
XM_001119921.5	LOC724166	intraflagellar transport protein 20 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119928.5	LOC724175	probable cytochrome P450 304a1	999	66	153	188	90	142	44	146	50	116	172	214
XM_001119929.5	LOC724176	uncharacterized LOC724176	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119931.5	LOC724178	uncharacterized LOC724178	2460	2036	1135	1346	1974	3937	1608	1752	1208	2442	2580	2041
XM_001119937.5	LOC724625	DNA-directed RNA polymerases I, II, and III subunit RPABC5	144	71	90	167	61	180	94	130	114	171	117	245
XM_001119944.5	LOC724365	ragulator complex protein LAMTOR4 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119946.4	LOC724717	putative E3 ubiquitin-protein ligase protein PFF1365c	0	1	0	0	0	0	1	1	0	0	1	1
XM_001119951.5	LOC725076	CCHC-type zinc finger protein CG3800	17	3	4	14	2	8	6	3	5	8	11	19
XM_001119958.5	LOC724453	serine/threonine-protein kinase PAK 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119959.5	LOC724901	bleomycin hydrolase	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119960.5	LOC725315	uncharacterized LOC725315	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119962.5	LOC724192	titin	6035	4067	3663	5684	4016	20990	3904	6578	4330	5660	8217	8375
XM_001119963.5	LOC724193	kinesin 8	76	24	24	56	16	51	27	26	36	54	47	64
XM_001119965.5	LOC724195	B-cell receptor CD22	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119966.5	LOC724196	retinal homeobox protein Rx1	30	6	3	12	15	19	6	13	15	14	7	12
XM_001119967.5	LOC724197	uncharacterized LOC724197	44	7	14	14	6	10	4	12	11	21	10	43
XM_001119971.5	LOC724201	uncharacterized LOC724201	0	0	0	0	0	0	0	0	1	0	0	4
XM_001119973.4	LOC724203	ribosome biogenesis protein BRX1 homolog	373	208	194	292	140	422	254	307	288	355	394	466
XM_001119975.5	LOC724205	protein AF-9	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119981.5	LOC724211	cytochrome P450 9e2	16544	12094	5319	4060	2242	2553	5398	5827	5567	4272	2912	4324
XM_001119982.5	LOC724212	60 kDa SS-A/Ro ribonucleoprotein	197	157	137	149	93	148	177	118	130	165	217	204
XM_001119992.5	LOC724223	hamartin	60	22	30	43	17	39	11	31	29	37	30	51
XM_001119993.5	LOC724225	sex peptide receptor-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_001119995.5	LOC724227	synaptic vesicle glycoprotein 2B	436	357	269	509	194	1168	332	413	276	625	631	596
XM_001119998.5	LOC724486	probable N-acetyltransferase san	472	231	222	297	184	333	211	306	293	319	277	487
XM_001120000.5	LOC724791	vitamin K epoxide reductase complex subunit 1-like protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120006.5	LOC724367	protein lethal(2)essential for life	1119	724	1577	981	1389	539	717	523	263	259	545	551
XM_001120007.5	LOC725101	uncharacterized LOC725101	526	266	246	359	157	365	208	418	251	318	251	462
XM_001120009.5	LOC724489	ubiquitin-like protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120011.5	LOC724532	eukaryotic translation initiation factor 1A, X-chromosomal	2551	1332	1237	1560	934	1963	1300	1857	1740	2238	1931	2943
XM_001120012.5	LOC725102	protein dpy-30 homolog	589	192	245	299	155	282	190	305	282	293	202	558
XM_001120014.5	LOC724869	histone H2B	76	73	84	90	87	107	71	46	71	90	146	149
XM_001120016.5	LOC724451	FAD-linked sulfhydryl oxidase ALR	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120018.3	LOC724493	50S ribosomal protein L1	0	0	0	0	0	0	0	0	0	0	0	1
XM_001120020.5	LOC725573	uncharacterized LOC725573	42	16	16	26	9	51	22	49	26	40	16	49
XM_001120023.5	LOC724494	methionine-R-sulfoxide reductase B1	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120025.5	LOC724873	ras-related protein Rab-7a	2271	1643	1363	1502	1284	2290	1942	1789	1770	2852	2994	2737
XM_001120029.5	LOC724236	chymotrypsin-like protease CTRL-1	0	0	0	0	0	0	0	1	0	1	0	0
XM_001120030.5	LOC724237	prostaglandin E2 receptor EP3 subtype	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120032.5	LOC724239	kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	1148	8139	2895	8338	11463	23937	26439	27757	3990	18085	11798	17540
XM_001120034.5	LOC724241	N-alpha-acetyltransferase 38-B, NatC auxiliary subunit	202	117	115	168	54	159	123	118	119	136	126	233
XM_001120035.5	LOC724242	protein neuralized	5	4	3	16	5	22	9	20	7	24	32	9
XM_001120037.5	LOC724244	structural maintenance of chromosomes protein 5	529	310	320	504	208	668	338	348	410	512	436	710
XM_001120039.3	LOC724246	growth/differentiation factor 2	9	7	3	1	10	1	2	10	2	4	6	4
XM_001120040.5	LOC724247	rRNA methyltransferase 3, mitochondrial	344	186	195	261	182	375	216	263	224	329	300	451
XM_001120043.5	LOC724250	serine protease snake	154	13	48	95	15	19	9	94	27	70	39	275
XM_001120045.5	LOC724252	homeotic protein deformed	152	43	55	74	43	72	63	102	42	97	46	82
XM_001120052.4	LOC724260	NAD kinase 2, mitochondrial-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120054.5	LOC724262	putative peroxisomal biogenesis factor 10	210	100	98	150	75	196	123	135	151	158	146	259
XM_001120056.5	LOC724264	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	1082	367	429	688	293	695	363	578	476	796	515	1051
XM_001120059.5	LOC724267	ribosomal RNA-processing protein 7 homolog A	299	178	182	251	161	341	190	295	200	301	329	460
XM_001120061.5	LOC724269	connectin	0	3	4	5	6	3	1	5	1	5	3	6
XM_001120067.5	LOC724829	immediate early response 3-interacting protein 1	673	234	282	390	129	352	240	392	309	399	255	643
XM_001120069.5	LOC725184	gamma-aminobutyric acid receptor-associated protein	9247	5394	5282	7157	4097	7752	5358	7171	5216	8476	6084	10266
XM_001120073.5	LOC725144	uncharacterized LOC725144	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120083.5	LOC724872	uncharacterized LOC724872	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120086.4	LOC724280	UPF0545 protein C22orf39 homolog	691	270	283	460	219	516	302	445	405	472	315	719
XM_001120089.5	LOC724283	NPC intracellular cholesterol transporter 1	3	0	1	0	0	0	0	1	0	2	2	3
XM_001120093.4	LOC724288	gem-associated protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120100.5	LOC724296	DNA mismatch repair protein Mlh1	34	13	13	15	13	17	15	16	33	20	13	27
XM_001120105.4	LOC724301	paired mesoderm homeobox protein 2-like	35	12	22	17	10	15	14	30	12	21	11	35
XM_001120110.5	LOC724306	uncharacterized protein C15orf41 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120111.5	LOC724307	paired mesoderm homeobox protein 2-like	3	3	3	5	3	3	2	7	1	6	2	6
XM_001120112.5	LOC724308	serine protease 53	24438	5548	8908	18128	5838	10652	4776	6357	6231	15403	12828	30236
XM_001120114.5	LOC724310	uncharacterized LOC724310	16	6	5	13	1	4	7	12	7	10	4	9
XM_001120116.5	LOC724312	vanin-like protein 1	398	459	308	1526	710	2200	645	1170	449	1939	1935	1638
XM_001120132.5	LOC725272	histone H3	507	224	126	244	98	226	194	285	250	253	189	295
XM_001120134.5	LOC725565	nitric oxide synthase-interacting protein homolog	590	324	288	456	215	423	307	304	363	426	316	614
XM_001120137.4	LOC724449	protein lethal(2)essential for life	12796	3427	4725	7031	3362	6054	2836	5344	3060	4117	2647	10234
XM_001120140.5	LOC725038	NPC intracellular cholesterol transporter 2 homolog a	32442	9937	13629	25165	7618	14160	10978	29195	15203	17413	12663	23208
XM_001120141.5	LOC724676	ADP-ribosylation factor-like protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120146.5	LOC725316	transmembrane protein 208	276	115	146	218	93	229	141	228	149	256	234	310
XM_001120148.5	LOC724327	C-factor	6	3	9	19	8	24	10	19	5	12	20	20
XM_001120149.5	LOC724328	arrestin domain-containing protein 17	842	519	458	656	365	586	512	567	534	454	631	958
XM_001120151.3	LOC724330	protein FAM45A	445	209	239	348	152	350	242	369	276	319	268	573
XM_001120153.5	LOC724332	rho guanine nucleotide exchange factor 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120154.5	LOC724333	beta-1-syntrophin	0	0	0	0	0	0	0	0	2	0	0	0
XM_001120157.5	LOC724336	tRNA dimethylallyltransferase	0	0	0	2	0	0	0	0	0	3	0	4
XM_001120159.5	LOC724338	OTU domain-containing protein 5-B	738	412	411	485	395	682	450	561	522	691	795	789
XM_001120160.5	LOC724339	phosphatidylinositol N-acetylglucosaminyltransferase subunit Q	386	209	228	261	128	282	221	252	238	342	240	545
XM_001120164.5	LOC724343	DNA-directed RNA polymerase III subunit RPC9-like	397	99	163	262	114	220	161	165	180	240	165	380
XM_001120165.5	LOC724344	probable Ras GTPase-activating protein	0	0	0	0	0	1	0	0	2	0	1	0
XM_001120173.3	LOC724352	zinc finger protein 593 homolog	194	130	131	142	85	193	141	127	140	170	193	264
XM_001120174.4	LOC724353	prion-like-(Q/N-rich) domain-bearing protein 25	295	126	137	289	137	818	131	358	206	346	513	364
XM_001120177.5	LOC724356	RING finger protein 17	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120178.5	LOC724357	uncharacterized LOC724357	538	330	311	410	247	488	380	411	408	479	477	678
XM_001120182.5	LOC724361	GPI inositol-deacylase	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120184.5	LOC724363	activator of basal transcription 1	441	175	160	351	128	329	187	267	280	341	214	529
XM_001120186.5	LOC725308	histone H2A	137	58	35	104	28	109	64	82	84	82	89	100
XM_001120188.4	LOC725142	U6 snRNA-associated Sm-like protein LSm2	60	37	24	32	18	35	23	33	23	23	42	70
XM_001120192.5	LOC725379	uncharacterized protein C3orf18 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120194.5	LOC724488	protein lethal(2)essential for life	4562	1122	2369	2352	1666	924	1302	2093	1448	1869	935	4167
XM_001120196.5	LOC725036	U7 snRNA-associated Sm-like protein LSm11	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120198.5	LOC725311	longitudinals lacking protein-like	52	46	27	31	30	39	31	40	26	58	36	61
XM_001120202.5	LOC726088	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120208.5	LOC724373	homeobox protein Nkx-2.5-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120213.5	LOC724378	BMP and activin membrane-bound inhibitor homolog	2420	437	627	1239	712	1304	507	1912	1048	1350	964	2435
XM_001120215.5	LOC724380	protein phosphatase 1 regulatory subunit 21	1207	571	629	953	498	1060	599	1016	697	1037	809	1457
XM_001120217.5	LOC724382	cuticular protein analogous to peritrophins 3-A	822	32	68	492	12	138	47	219	166	419	160	446
XM_001120220.5	LOC724386	NPC intracellular cholesterol transporter 2	534	54	84	379	100	345	89	137	117	235	205	347
XM_001120222.3	LOC724388	solute carrier family 35 member G1	155	84	85	89	66	132	94	134	108	130	141	165
XM_001120224.5	LOC724390	uncharacterized LOC724390	85	23	48	105	18	60	27	59	40	53	41	180
XM_001120227.5	LOC724393	uncharacterized LOC724393	23	9	11	13	3	10	10	15	15	23	7	24
XM_001120232.5	LOC724398	tweedle motif cuticular protein 2	400	78	121	230	45	279	107	144	167	281	127	283
XM_001120233.4	LOC724399	lethal(2)neighbour of Tid protein	303	226	161	272	105	262	220	276	205	237	232	348
XM_001120239.5	LOC726034	G patch domain and ankyrin repeat-containing protein 1 homolog	644	319	293	457	225	500	303	425	375	512	448	677
XM_001120242.5	LOC725310	synaptobrevin-1	2	0	2	5	0	8	2	3	1	1	4	5
XM_001120244.5	LOC725742	vacuolar ATPase assembly integral membrane protein VMA21 homolog	118	67	75	140	62	156	71	111	107	115	94	137
XM_001120245.5	LOC725143	probable U3 small nucleolar RNA-associated protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120246.5	LOC726428	probable RNA-binding protein EIF1AD	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120250.5	LOC725646	N-acetylneuraminate lyase	1666	395	310	762	309	964	444	1006	1194	391	526	1315
XM_001120253.5	LOC725416	U1 small nuclear ribonucleoprotein C	443	263	237	250	209	375	246	357	285	323	329	460
XM_001120264.5	LOC726058	FACT complex subunit Ssrp1	2694	1471	1436	2614	1404	3478	1819	2587	2086	2783	2487	3917
XM_001120268.5	LOC724412	muscle segmentation homeobox	907	287	377	369	179	211	141	349	158	211	214	701
XM_001120274.5	LOC724418	venom acid phosphatase Acph-1-like	560	460	357	1365	515	1541	890	1431	840	2456	2592	2701
XM_001120276.5	LOC724420	transcription factor stalky	2334	927	1005	1553	931	2112	1007	2133	1568	1395	1236	2172
XM_001120278.5	LOC724422	homeobox protein Hox-B1a	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120289.5	LOC724433	kell blood group glycoprotein homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120291.5	LOC724435	ribosomal RNA-processing protein 8	377	260	206	319	238	454	323	340	217	406	428	494
XM_001120292.5	LOC406124	gamma-aminobutyric acid receptor subunit beta	0	0	0	0	0	0	0	0	0	0	0	0
XM_001120293.5	LOC724436	phospholipase A2-like	1010	848	236	631	1431	3257	1368	1424	2315	3010	937	1194
XM_001120296.5	LOC724439	uncharacterized LOC724439	873	457	320	428	186	233	318	605	530	448	652	395
XM_001120297.5	LOC724440	calcium-transporting ATPase type 2C member 1	2043	690	792	1470	721	1361	839	1277	820	1970	1754	2110
XM_001120306.5	LOC725099	spermidine synthase	0	0	0	0	0	0	0	0	0	1	0	0
XM_001120311.4	LOC725146	very-long-chain enoyl-CoA reductase	36	11	10	28	21	46	19	25	11	35	16	26
XM_001120319.5	LOC724457	uncharacterized LOC724457	45	27	31	61	17	36	33	15	29	35	36	58
XM_001120325.5	LOC724463	PI-PLC X domain-containing protein 3	188	86	100	128	61	153	96	106	85	188	111	242
XM_001120327.5	LOC724465	enhancer of split mbeta protein	432	378	228	441	186	394	380	1213	476	636	524	636
XM_001120328.5	LOC724466	uncharacterized LOC724466	0	0	0	0	0	0	0	0	0	0	0	0
